project,Url,Description,Files,Loc,Commit,IssueCommit,Committer,IssueCommiter,PyFiles,PyLoc,AvgLoCPerFile
pysheeet,https://github.com/crazyguitar/pysheeet,Python Cheat Sheetpysheeet,16,668,771,3,41,1,3,284,94.66666667
PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,"Launched in 2018 Actively developed & supported. Supports tkinter, Qt, WxPython, Remi (in browser). Create custom GUI Windows simply, trivially with a full set of widgets. Multi-Window applications are also simple. Python 2.7 & 3 Support. 325+ Demo programs & Cookbook for rapid start. Extensive documentation.  Examples using Machine Learning(GUI, OpenCV Integration,  Chatterbot), Desktop Widgets (Rainmeter-like), Matplotlib + Pyplot integration, add GUI to command line scripts, PDF & Image Viewer. For both beginning and advanced programmers. docs -  PySimpleGUI.org GitHub - PySimpleGUI.com. Create complex windows simply.PySimpleGUI",497,72448,2644,1,14,1,443,62643,141.4063205
PySnooper,https://github.com/cool-RR/PySnooper,Never use print for debugging againPySnooper,23,4422,287,20,27,7,23,4422,192.2608696
pysot,https://github.com/STVIR/pysot,pysot,102,8884,53,4,13,2,80,6337,79.2125
pyspider,https://github.com/binux/pyspider,pyspider,133,16048,675,62,55,8,99,12817,129.4646465
pyTelegramBotAPI,https://github.com/eternnoir/pyTelegramBotAPI,Python Telegram bot api.pyTelegramBotAPI,41,7505,1047,46,182,14,39,7470,191.5384615
pytesseract,https://github.com/madmaze/pytesseract,A Python wrapper for Google Tesseractpytesseract,4,819,195,36,23,13,4,819,204.75
pytest,https://github.com/pytest-dev/pytest,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testingpytest",176,32580,3336,512,364,112,162,32144,198.4197531
pytext,https://github.com/facebookresearch/pytext,A natural language modeling framework based on PyTorchpytext,472,60212,1531,1149,205,135,380,53030,139.5526316
Python,https://github.com/TheAlgorithms/Python,All Algorithms implemented in PythonPython,786,32048,1249,1059,581,492,778,31139,40.02442159
python-binance,https://github.com/sammchardy/python-binance,Binance Exchange API python implementation for automated tradingpython-binance,14,3519,673,8,116,6,14,3519,251.3571429
python-cheatsheet,https://github.com/gto76/python-cheatsheet,Comprehensive Python Cheatsheetpython-cheatsheet,32,11352,2030,1,13,1,5,203,40.6
Python-crawler-tutorial-starts-from-zero,https://github.com/Kr1s77/Python-crawler-tutorial-starts-from-zero,"python爬虫教程，带你从零到一，包含js逆向，selenium, tesseract OCR识别,mongodb的使用，以及scrapy框架Python-crawler-tutorial-starts-from-zero",3,96,28,0,4,0,2,86,43
python-docs-samples,https://github.com/GoogleCloudPlatform/python-docs-samples,python-docs-samples,1207,54467,2884,2707,285,272,947,46950,49.57761352
python-dotenv,https://github.com/theskumar/python-dotenv,python-dotenv,15,1328,216,37,46,19,15,1328,88.53333333
pythondotorg,https://github.com/python/pythondotorg,Source code for python.orgpythondotorg,436,39856,1287,254,75,48,276,11441,41.45289855
python-fire,https://github.com/google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.python-fire,44,3821,65,29,21,20,42,3793,90.30952381
python-for-android,https://github.com/kivy/python-for-android,Turn your Python application into an Android APKpython-for-android,349,23239,1668,209,184,53,250,15335,61.34
python-mini-projects,https://github.com/Python-World/python-mini-projects,A collection of simple python mini projects to enhance your python skillspython-mini-projects,136,45357,351,9,83,7,120,4443,37.025
python-patterns,https://github.com/faif/python-patterns,A collection of design patterns/idioms in Pythonpython-patterns,65,2591,133,10,39,3,62,2548,41.09677419
python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Python port of Google's libphonenumberpython-phonenumbers,671,377745,1212,47,22,11,658,331956,504.4924012
python-pinyin,https://github.com/mozillazg/python-pinyin,汉字转拼�?pypinyin)python-pinyin,60,88918,512,53,18,7,52,88301,1698.096154
python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Pythonpython-prompt-toolkit,285,30656,1967,38,162,28,278,30193,108.6079137
python-slack-sdk,https://github.com/slackapi/python-slack-sdk,Slack Developer Kit for Pythonpython-slack-sdk,595,187733,720,263,99,52,384,46867,122.0494792
python-small-examples,https://github.com/jackzhenguo/python-small-examples,告别枯燥，致力于打�?Python 实用小例子，更多Python良心教程�?Python中文�?http://www.zglg.workpython-small-examples,2,37,116,1,3,1,2,37,18.5
python-spider,https://github.com/Jack-Cherish/python-spider,python-spider,50,4154,256,0,9,0,47,3705,78.82978723
PythonSpiderNotes,https://github.com/lining0806/PythonSpiderNotes,Python入门网络爬虫之精华版PythonSpiderNotes,19,1219,31,0,3,0,15,691,46.06666667
python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,python-telegram-bot,316,49711,1602,652,163,131,298,45664,153.2348993
python-twitter,https://github.com/bear/python-twitter,A Python wrapper around the Twitter API.python-twitter,202,12935,553,40,128,10,37,6664,180.1081081
pytorch,https://github.com/pytorch/pytorch,pytorch,4340,644999,11121,5787,1004,689,894,169366,189.4474273
pytorch_geometric,https://github.com/rusty1s/pytorch_geometric,Graph Neural Network Library for PyTorchpytorch_geometric,704,41203,3528,103,194,41,681,40245,59.0969163
PyTorch_Tutorial,https://github.com/TingsongYu/PyTorch_Tutorial,《Pytorch模型训练实用教程》中配套代码PyTorch_Tutorial,25,1081,25,0,5,0,25,1081,43.24
pytorch3d,https://github.com/facebookresearch/pytorch3d,pytorch3d,424,62151,569,73,72,45,253,42605,168.3992095
pytorch-cifar,https://github.com/kuangliu/pytorch-cifar,95.47% on CIFAR10 with PyTorchpytorch-cifar,21,1808,75,2,5,1,21,1808,86.0952381
pytorch-cnn-visualizations,https://github.com/utkuozbulak/pytorch-cnn-visualizations,Pytorch implementation of convolutional neural network visualization techniquespytorch-cnn-visualizations,16,850,143,0,6,0,16,850,53.125
pytorch-CycleGAN-and-pix2pix,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,Image-to-Image Translation in PyTorchpytorch-CycleGAN-and-pix2pix,52,2162,390,2,68,2,36,2020,56.11111111
PyTorch-GAN,https://github.com/eriklindernoren/PyTorch-GAN,PyTorch implementations of Generative Adversarial Networks.PyTorch-GAN,61,6555,152,4,11,2,59,6530,110.6779661
pytorch-grad-cam,https://github.com/jacobgil/pytorch-grad-cam,"Many Class Activation Map methods implemented in Pytorch for CNNs and Vision Transformers. Including Grad-CAM, Grad-CAM++, Score-CAM, Ablation-CAM and XGrad-CAMpytorch-grad-cam",24,1138,91,14,12,9,23,1114,48.43478261
pytorch-image-models,https://github.com/rwightman/pytorch-image-models,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision Transformer, MixNet, MobileNet-V3/V2, RegNet, DPN, CSPNet, and morepytorch-image-models",197,29381,828,39,53,3,189,29257,154.7989418
pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate.pytorch-lightning",445,56552,3809,3092,431,420,406,54621,134.5344828
pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.pytorch-metric-learning",171,12001,599,13,21,4,157,11572,73.70700637
pytorch-summary,https://github.com/sksq96/pytorch-summary,Model summary in PyTorch similar to `model.summary()` in Keraspytorch-summary,5,201,42,3,9,2,5,201,40.2
pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,PyTorch Tutorial for Deep Learning Researcherspytorch-tutorial,22,1311,66,1,19,1,21,1301,61.95238095
Pytorch-UNet,https://github.com/milesial/Pytorch-UNet,PyTorch implementation of the U-Net for image semantic segmentation with high quality imagesPytorch-UNet,10,457,77,2,10,2,10,457,45.7
PyTorch-YOLOv3,https://github.com/eriklindernoren/PyTorch-YOLOv3,Minimal PyTorch implementation of YOLOv3PyTorch-YOLOv3,16,1902,176,1,11,1,11,1184,107.6363636
pytorch-YOLOv4,https://github.com/Tianxiaomo/pytorch-YOLOv4,pytorch-YOLOv4,39,6413,148,0,17,0,29,4757,164.0344828
PyTricks,https://github.com/brennerm/PyTricks,Collection of less popular features and tricks for the Python programming languagePyTricks,51,473,124,9,53,7,51,473,9.274509804
pytube,https://github.com/pytube/pytube,"A lightweight, dependency-free Python library (and command-line utility) for downloading YouTube Videos.pytube",46,5153,878,97,69,26,39,4968,127.3846154
pytype,https://github.com/google/pytype,A static type analyzer for Python codepytype,472,64111,3384,79,70,39,421,56083,133.2137767
pyunit-1.4.1,,pyunit-1.4.1,18,1635,6,0,2,0,16,881,55.0625
pywal,https://github.com/dylanaraps/pywal,🎨 Generate and change color-schemes on the fly.pywal,304,2031,745,33,61,6,26,1344,51.69230769
pyWhat,https://github.com/bee-san/pyWhat,"🐸   Identify anything. pyWhat easily lets you identify emails, IP addresses, and more. Feed it a .pcap file or some text and it'll tell you what it is! 🧙‍♀️pyWhat",27,50491,338,19,36,12,18,1735,96.38888889
pywikibot,https://github.com/wikimedia/pywikibot,A Python library that interfaces with the MediaWiki API. This is a mirror from gerrit.wikimedia.org. Do not submit any patches here. See https://www.mediawiki.org/wiki/Developer_account for contributing.pywikibot,311,78470,6543,109,230,14,290,77201,266.2103448
pywonderland,https://github.com/neozhaoliang/pywonderland,A tour in the wonderland of math with python.pywonderland,53,4200,169,0,6,0,45,4121,91.57777778
QASystemOnMedicalKG,https://github.com/liuhuanyong/QASystemOnMedicalKG,QASystemOnMedicalKG,9,9786,26,0,3,0,8,978,122.25
qqbot,https://github.com/pandolia/qqbot,QQBot: A conversation robot base on Tencent's SmartQQqqbot,41,4193,340,9,22,9,41,4193,102.2682927
QUANTAXIS,https://github.com/QUANTAXIS/QUANTAXIS,QUANTAXIS 支持任务调度 分布式部署的 股票/期货/期权/港股/虚拟货币  数据/回测/模拟/交易/可视�?多账�?纯本地量化解决方案QUANTAXIS,234,44721,3204,163,73,2,164,41316,251.9268293
qutebrowser,https://github.com/qutebrowser/qutebrowser,"A keyboard-driven, vim-like browser based on PyQt5.qutebrowser",638,110205,16412,1751,383,101,428,72371,169.0911215
rainbowstream,https://github.com/orakaro/rainbowstream,A smart and nice Twitter client on terminal written in Python.rainbowstream,21,5048,547,10,45,6,12,4251,354.25
ranger,https://github.com/ranger/ranger,A VIM-inspired filemanager for the consoleranger,107,13006,2632,213,157,36,100,12701,127.01
rasa,https://github.com/RasaHQ/rasa,"💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistantsrasa",854,122505,9645,419,294,96,445,98522,221.3977528
ray,https://github.com/ray-project/ray,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged with RLlib, a scalable reinforcement learning library, and Tune, a scalable hyperparameter tuning library.ray",3276,398142,7401,7300,498,496,1671,234150,140.1256732
Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,Real-Time-Voice-Cloning,57,4408,129,31,15,6,57,4408,77.33333333
real-url,https://github.com/wbt5/real-url,real-url,105,25780,199,23,16,2,99,17408,175.8383838
rebound,https://github.com/shobrook/rebound,Command-line tool that instantly fetches Stack Overflow results when an exception is thrownrebound,4,683,97,1,15,1,4,683,170.75
recommenders,https://github.com/microsoft/recommenders,Best Practices on Recommendation Systemsrecommenders,232,29059,1516,48,61,12,167,25846,154.7664671
records,https://github.com/kennethreitz/records,SQL for Humans™records,8,567,244,19,35,6,8,567,70.875
redis-py,https://github.com/andymccurdy/redis-py,Redis Python Clientredis-py,38,10152,1223,274,244,64,30,9768,325.6
redis-rdb-tools,https://github.com/sripathikrishnan/redis-rdb-tools,"Parse Redis dump.rdb files, Analyze Memory, and Export Data to JSONredis-rdb-tools",22,2830,141,12,23,4,21,2822,134.3809524
regular-investing-in-box,https://github.com/xiaolai/regular-investing-in-box,定投改变命运 —�?让时间陪你慢慢变�?https://onregularinvesting.comregular-investing-in-box,19,659,1061,0,33,0,3,164,54.66666667
reinforcement-learning-an-introduction,https://github.com/ShangtongZhang/reinforcement-learning-an-introduction,Python Implementation of Reinforcement Learning: An Introductionreinforcement-learning-an-introduction,27,4545,122,0,21,0,26,4538,174.5384615
Reinforcement-learning-with-tensorflow,https://github.com/MorvanZhou/Reinforcement-learning-with-tensorflow,"Simple Reinforcement learning tutorials, 莫烦Python 中文AI教学Reinforcement-learning-with-tensorflow",56,6087,96,0,9,0,56,6087,108.6964286
requests-html,https://github.com/psf/requests-html,Pythonic HTML Parsing for Humans™requests-html,5,811,356,12,59,5,5,811,162.2
research,,"dataset and code for 2016 paper ""Learning a Driving Simulator""research",14,1693,21,0,13,0,12,1686,140.5
responder,https://github.com/taoufik07/responder,A familiar HTTP Service Framework for Python.responder,74,6558,721,19,87,8,25,2257,90.28
responses,https://github.com/getsentry/responses,A utility for mocking out the Python Requests library.responses,4,2116,221,34,63,19,4,2245,561.25
reviewboard,https://github.com/reviewboard/reviewboard,An extensible and friendly code review tool for projects and companies of all sizes.reviewboard,1291,235667,4470,136,218,17,728,112824,154.978022
rich,https://github.com/willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.rich,183,26717,1774,4,125,4,175,23476,134.1485714
roboto,https://github.com/googlefonts/roboto,The Roboto family of fontsroboto,99,14668,352,10,10,3,51,6354,124.5882353
RocAlphaGo,https://github.com/Rochester-NRT/RocAlphaGo,RocAlphaGo,45,5999,256,10,16,2,35,4910,140.2857143
rockstar,https://github.com/avinassh/rockstar,rockstar,74,512,98,2,40,2,72,404,5.611111111
routersploit,https://github.com/threat9/routersploit,Exploitation Framework for Embedded Devicesroutersploit,716,25354,282,146,45,28,703,25246,35.91180654
rqalpha,https://github.com/ricequant/rqalpha,"A extendable, replaceable Python algorithmic backtest && trading framework supporting multiple securitiesrqalpha",171,15317,1912,17,45,11,162,14790,91.2962963
rtv,https://github.com/michael-lazar/rtv,Browse Reddit from your terminalrtv,232,227030,940,26,65,10,52,11304,217.3846154
RxPY,https://github.com/ReactiveX/RxPY,"Reactive Extensions for Python, https://rxpy.rtfd.ioRxPY",415,32501,850,150,60,33,407,32296,79.35135135
s2client-proto,https://github.com/Blizzard/s2client-proto,StarCraft II Client - protocol definitions used to communicate with StarCraft II.s2client-proto,16,35596,130,0,26,0,3,277,92.33333333
s3cmd,https://github.com/s3tools/s3cmd,Official s3cmd repo -- Command line tool for managing Amazon S3 and CloudFront servicess3cmd,32,9065,1388,168,191,22,27,8777,325.0740741
sacred,https://github.com/IDSIA/sacred,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.sacred",120,13321,1021,247,97,46,112,12717,113.5446429
sage,https://github.com/sagemath/sage,sage,934,162104,49849,12185,812,435,706,135315,191.6643059
samplemod,https://github.com/navdeep-G/samplemod,samplemod,8,72,19,0,10,0,8,72,9
sampleproject,https://github.com/pypa/sampleproject,"A sample project that exists for PyPUG's ""Tutorial on Packaging and Distributing Projects""sampleproject",5,61,102,7,44,7,5,61,12.2
sanic,https://github.com/sanic-org/sanic,Async Python 3.7+ web server/framework | Build fast. Run fast.sanic,192,20954,1220,297,218,100,166,20440,123.1325301
SASM,https://github.com/Dman95/SASM,"SASM - simple crossplatform IDE for NASM, MASM, GAS and FASM assembly languagesSASM",244,60877,265,3,18,1,155,36317,234.3032258
saws,https://github.com/donnemartin/saws,A supercharged AWS command line interface (CLI).saws,47,2338,812,55,8,2,35,1725,49.28571429
scalene,https://github.com/plasma-umass/scalene,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Pythonscalene",96,12307,1048,5,17,2,67,7360,109.8507463
scapy,https://github.com/secdev/scapy,Scapy: the Python-based interactive packet manipulation program & library. Supports Python 2 & Python 3.scapy,342,114524,3359,515,369,146,320,114604,358.1375
schedule,https://github.com/dbader/schedule,Python job scheduling for humans.schedule,4,1240,282,32,46,16,4,1240,310
scikit-image,https://github.com/scikit-image/scikit-image,Image processing in Pythonscikit-image,653,66999,7319,790,497,222,559,50776,90.83363148
scikit-learn,https://github.com/scikit-learn/scikit-learn,scikit-learn,977,194084,14189,5453,1949,1554,835,175510,210.1916168
scipy,https://github.com/scipy/scipy,scipy,1981,456881,15727,1662,1124,552,809,198678,245.5846724
scrapy,https://github.com/scrapy/scrapy,"Scrapy, a fast high-level web crawling & scraping framework for Python.scrapy",337,36741,4796,512,499,143,314,36019,114.7101911
scrapy-redis,https://github.com/rmax/scrapy-redis,Redis-based components for Scrapy.scrapy-redis,34,1757,127,12,22,9,29,1220,42.06896552
scylla,https://github.com/imWildCat/scylla,Intelligent proxy pool for Humans�?(Maintainer needed)scylla,72,2054,287,54,17,8,55,1641,29.83636364
seaborn,https://github.com/mwaskom/seaborn,Statistical data visualization in Pythonseaborn,108,25414,1773,310,146,48,99,24957,252.0909091
security_monkey,https://github.com/Netflix/security_monkey,"Security Monkey monitors AWS, GCP, OpenStack, and GitHub orgs for assets and their changes over time.security_monkey",434,40139,950,240,134,52,300,24374,81.24666667
segmentation_models.pytorch,https://github.com/qubvel/segmentation_models.pytorch,Segmentation models with pretrained backbones. PyTorch.segmentation_models.pytorch,84,5647,136,65,32,30,78,5543,71.06410256
semantic-segmentation-pytorch,https://github.com/CSAILVision/semantic-segmentation-pytorch,semantic-segmentation-pytorch,45,3489,194,1,11,1,35,3189,91.11428571
sentence-transformers,https://github.com/UKPLab/sentence-transformers,sentence-transformers,187,12146,753,24,61,2,175,10464,59.79428571
sentry,https://github.com/getsentry/sentry,sentry,4081,469586,14281,2604,248,97,3043,332573,109.29116
seq2seq,https://github.com/google/seq2seq,A general-purpose encoder-decoder framework for Tensorflowseq2seq,98,6698,531,2,15,1,80,5955,74.4375
seq2seq-couplet,https://github.com/wb14123/seq2seq-couplet,Play couplet with seq2seq model. 用深度学习对对联。seq2seq-couplet,8,648,43,0,1,0,8,648,81
serenata-de-amor,https://github.com/okfn-brasil/serenata-de-amor,🕵 Artificial Intelligence for social control of public administrationserenata-de-amor,195,14598,956,47,89,12,174,9610,55.22988506
SerpentAI,https://github.com/SerpentAI/SerpentAI,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!SerpentAI,94,8367,169,1,6,1,86,8209,95.45348837
setup.py,https://github.com/navdeep-G/setup.py,📦 A Human's Ultimate Guide to setup.py.setup.py,4,84,80,3,24,3,4,84,21
sh,,Python process launchingsh,3,3947,749,69,67,13,3,3947,1315.666667
Shadowrocket-ADBlock-Rules,https://github.com/h2y/Shadowrocket-ADBlock-Rules,提供多款 Shadowrocket 规则，带广告过滤功能。用�?iOS 未越狱设备选择性地自动翻墙。Shadowrocket-ADBlock-Rules,7,326,196,22,13,8,5,309,61.8
shadowsocksr,https://github.com/shadowsocksr-backup/shadowsocksr,shadowsocksr,67,6294,550,24,18,1,33,5682,172.1818182
sherlock,https://github.com/sherlock-project/sherlock,sherlock,16,3730,568,10,96,3,10,816,81.6
shinken,https://github.com/naparuba/shinken,,1446,135900,3544,252,156,40,339,43546,128.4542773
sigma,https://github.com/SigmaHQ/sigma,Generic Signature Format for SIEM Systemssigma,1656,76929,4203,60,307,18,91,12722,139.8021978
sketch-code,https://github.com/ashnkumar/sketch-code,Keras model to generate HTML code from hand-drawn website mockups. Implements an image captioning architecture to drawn source images.sketch-code,20,841,8,0,1,0,14,778,55.57142857
skflow,https://github.com/tensorflow/skflow,Simplified interface for TensorFlow (mimicking Scikit Learn) for Deep Learningskflow,4,416,135,15,8,3,4,416,104
skorch,https://github.com/skorch-dev/skorch,scikit-learn interface with pytorchskorch,67,14332,584,207,45,35,60,14832,247.2
sktime,https://github.com/alan-turing-institute/sktime,A unified framework for machine learning with time seriessktime,431,47829,879,367,116,100,386,42077,109.007772
SlowFast,https://github.com/facebookresearch/SlowFast,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.SlowFast,155,18126,161,17,23,12,82,13596,165.804878
snips-nlu,https://github.com/snipsco/snips-nlu,Snips Python library to extract meaning from textsnips-nlu,129,25283,1055,42,18,7,117,17793,152.0769231
snorkel,https://github.com/snorkel-team/snorkel,A system for quickly generating training data with weak supervisionsnorkel,130,7911,443,257,41,24,124,7766,62.62903226
snownlp,https://github.com/isnowfy/snownlp,snownlp,19,4245,46,5,8,1,19,4245,223.4210526
social-engineer-toolkit,https://github.com/trustedsec/social-engineer-toolkit,The Social-Engineer Toolkit (SET) repository from TrustedSec - All new versions of SET will be deployed here.social-engineer-toolkit,116,14945,687,7,73,5,76,10438,137.3421053
softlayer-python,https://github.com/softlayer/softlayer-python,,1244,105904,1379,87,90,18,417,37491,89.90647482
sonnet,https://github.com/deepmind/sonnet,TensorFlow-based neural network librarysonnet,138,13231,434,7,50,4,134,13148,98.11940299
SpaceshipGenerator,https://github.com/a1studmuffin/SpaceshipGenerator,A Blender script to procedurally generate 3D spaceshipsSpaceshipGenerator,3,701,32,2,5,1,3,701,233.6666667
spaCy,https://github.com/explosion/spaCy,💫 Industrial-strength Natural Language Processing (NLP) in PythonspaCy,807,134592,6892,1671,438,319,648,72491,111.8688272
SPADE,https://github.com/NVlabs/SPADE,Semantic Image Synthesis with SPADESPADE,39,2561,86,0,6,0,33,2204,66.78787879
speech_recognition,https://github.com/Uberi/speech_recognition,"Speech recognition module for Python, supporting several engines and APIs, online and offline.speech_recognition",18,1637,293,3,43,2,16,1595,99.6875
speech-to-text-wavenet,https://github.com/buriburisuri/speech-to-text-wavenet,Speech-to-Text-WaveNet : End-to-end sentence level English speech recognition based on DeepMind's WaveNet and tensorflowspeech-to-text-wavenet,6,273,23,0,8,0,6,273,45.5
speedtest-cli,https://github.com/sivel/speedtest-cli,Command line interface for testing internet bandwidth using speedtest.netspeedtest-cli,3,340,181,24,4,2,3,340,113.3333333
sphinx,https://github.com/sphinx-doc/sphinx,Main repository for the Sphinx documentation buildersphinx,662,102202,10790,3263,584,161,396,54194,136.8535354
spiderfoot,https://github.com/smicallef/spiderfoot,SpiderFoot automates OSINT for threat intelligence and mapping your attack surface.spiderfoot,510,50926,2263,384,40,16,482,51793,107.4543568
splash,https://github.com/scrapinghub/splash,splash,171,19159,1633,40,61,13,96,15717,163.71875
spleeter,https://github.com/deezer/spleeter,spleeter,45,3032,243,0,17,0,29,2448,84.4137931
spotipy,https://github.com/plamere/spotipy,A light weight Python library for the Spotify Web APIspotipy,66,4394,417,110,143,61,62,4065,65.56451613
spyder,https://github.com/spyder-ide/spyder,Official repository for Spyder - The Scientific Python Development Environmentspyder,1832,148614,7930,86,155,33,731,128346,175.5759234
sqlalchemy,https://github.com/zzzeek/sqlalchemy,The Database Toolkit for Pythonsqlalchemy,591,327379,9919,2194,507,194,446,246571,552.8497758
sqlmap,https://github.com/sqlmapproject/sqlmap,Automatic SQL injection and database takeover toolsqlmap,473,67700,8398,2138,89,40,409,50568,123.6381418
sqlmodel,https://github.com/tiangolo/sqlmodel,"SQL databases in Python, designed for simplicity, compatibility, and robustness.sqlmodel",203,12559,32,3,2,1,177,11396,64.38418079
sqlparse,https://github.com/andialbrecht/sqlparse,,126,10564,726,81,68,13,35,4646,132.7428571
srez,https://github.com/david-gpu/srez,Image super-resolution through deep learningsrez,5,540,16,0,3,0,5,540,108
ssd.pytorch,https://github.com/amdegroot/ssd.pytorch,A PyTorch Implementation of Single Shot MultiBox Detectorssd.pytorch,19,1629,146,10,15,7,19,1629,85.73684211
ssh-audit,https://github.com/arthepsy/ssh-audit,"SSH server auditing (banner, key exchange, encryption, mac, compression, compatibility, security, etc)ssh-audit",11,3053,155,6,4,2,11,3053,277.5454545
sshuttle,https://github.com/apenwarr/sshuttle,Wrong project!  You should head over to http://github.com/sshuttle/sshuttlesshuttle,25,4186,128,19,11,6,25,4186,167.44
stack-overflow-import,https://github.com/drathier/stack-overflow-import,stack-overflow-import,3,116,12,0,3,0,3,116,38.66666667
stanford-tensorflow-tutorials,https://github.com/chiphuyen/stanford-tensorflow-tutorials,stanford-tensorflow-tutorials,80,4946,57,0,3,0,80,4946,61.825
stargan,https://github.com/yunjey/stargan,StarGAN - Official PyTorch Implementation (CVPR 2018)stargan,5,613,43,0,2,0,5,613,122.6
statsmodels,https://github.com/statsmodels/statsmodels,Statsmodels: statistical modeling and econometrics in Pythonstatsmodels,1101,244881,7787,736,327,70,1021,234884,230.0528893
statuspage,https://github.com/jayfk/statuspage,A statuspage generator that lets you host your statuspage for free on Github.statuspage,3,488,128,8,14,2,3,488,162.6666667
stellar,https://github.com/fastmonkeys/stellar,Fast database snapshot and restore tool for developmentstellar,11,870,156,9,13,4,11,870,79.09090909
stewbot,https://github.com/Pathoschild/stewbot,,244,46508,23,2,4,2,120,21148,176.2333333
stock,https://github.com/pythonstock/stock,stock，股票系统。使用python进行开发。stock,117,5620,243,0,8,0,29,2331,80.37931034
storm,https://github.com/nathanmarz/storm,Manage your SSH like a boss.storm,23,2494,231,12,25,5,12,1204,100.3333333
Stream-Framework,https://github.com/tschellenbach/Stream-Framework,"Stream Framework is a Python library, which allows you to build news feed, activity streams and notification systems using Cassandra and/or Redis. The authors of Stream-Framework also provide a cloud service for feed technology:Stream-Framework",89,6543,371,2,23,2,85,6130,72.11764706
streamlink,https://github.com/streamlink/streamlink,Streamlink is a CLI utility which pipes video streams from various services into a video playerstreamlink,476,34043,1788,434,191,113,453,32629,72.02869757
streamlit,https://github.com/streamlit/streamlit,Streamlit �?The fastest way to build data apps in Pythonstreamlit,902,431906,2113,1224,89,81,377,29388,77.95225464
stylegan,https://github.com/NVlabs/stylegan,stylegan,28,3816,14,0,2,0,28,3816,136.2857143
stylegan2,https://github.com/NVlabs/stylegan2,stylegan2,41,5819,18,0,3,0,36,5205,144.5833333
SublimeCodeIntel,https://github.com/SublimeCodeIntel/SublimeCodeIntel,💡 Full-featured code intelligence and smart autocomplete for Sublime TextSublimeCodeIntel,6,2591,249,3,19,3,6,2591,431.8333333
sugar,https://github.com/sugarlabs/sugar,,296,16498,3491,588,108,51,191,31366,164.2198953
Sunflower,https://github.com/MeanEYE/Sunflower,,276,131420,327,0,20,0,96,17565,182.96875
superset,https://github.com/apache/superset,Apache Superset is a Data Visualization and Data Exploration Platformsuperset,1506,337086,5205,4960,503,488,746,100270,134.4101877
supervisor,https://github.com/Supervisor/supervisor,Supervisor process control system for UNIXsupervisor,79,29657,1225,185,146,22,69,28500,413.0434783
Surprise,https://github.com/NicolasHug/Surprise,A Python scikit for building and analyzing recommender systemsSurprise,70,4313,368,30,36,22,62,3253,52.46774194
Swin-Transformer,https://github.com/microsoft/Swin-Transformer,"This is an official implementation for ""Swin Transformer: Hierarchical Vision Transformer using Shifted Windows"".Swin-Transformer",26,1760,32,3,7,2,15,1648,109.8666667
sympy,https://github.com/sympy/sympy,A computer algebra system written in pure Pythonsympy,1475,439072,24354,1205,832,257,1233,356546,289.1695053
synapse,https://github.com/matrix-org/synapse,Synapse: Matrix homeserver written in Python 3/Twisted.synapse,1098,164260,11013,2939,332,236,740,145651,196.8256757
sync-engine,https://github.com/nylas/sync-engine,:incoming_envelope: IMAP/SMTP sync system with modern APIssync-engine,608,48155,2807,59,64,17,587,47029,80.11754685
Synonyms,https://github.com/chatopera/Synonyms,Synonyms,36,917183,114,16,14,2,25,193413,7736.52
system-design-primer,https://github.com/donnemartin/system-design-primer,system-design-primer,16,697,289,170,109,105,14,655,46.78571429
tablib,https://github.com/jazzband/tablib,tablib,37,3376,332,67,60,18,30,3107,103.5666667
taiga-back,https://github.com/taigaio/taiga-back,Agile project management platform. Built on top of Django and AngularJStaiga-back,822,75980,2847,235,71,16,810,74471,91.93950617
tashi,https://github.com/apache/tashi,,220,27092,399,0,3,0,101,12355,122.3267327
Tautulli,https://github.com/Tautulli/Tautulli,A Python based monitoring and tracking tool for Plex Media Server.Tautulli,1188,250761,3903,90,71,5,984,190925,194.0294715
