project,Url,Description,Files,Loc,Commit,IssueCommit,Committer,IssueCommiter,PyFiles,PyLoc,AvgLoCPerFile
paramiko,https://github.com/paramiko/paramiko,The leading native Python SSHv2 protocol library.paramiko,90,17455,2302,383,149,29,84,17360,206.6666667
ParlAI,https://github.com/facebookresearch/ParlAI,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.ParlAI,1355,233824,2572,1835,155,146,828,90709,109.5519324
PathPicker,https://github.com/facebook/PathPicker,"PathPicker accepts a wide range of input -- output from git commands, grep results, searches -- pretty much anything. After parsing the input, PathPicker presents you with a nice UI to select which files you're interested in. After that you can open them in your favorite editor or execute arbitrary commands.PathPicker",42,3635,270,100,45,9,26,2770,106.5384615
pdfminer,https://github.com/euske/pdfminer,Python PDF Parser (Not actively maintained). Check out pdfminer.six.pdfminer,45,12930,429,7,26,1,35,12103,345.8
peewee,https://github.com/coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlitepeewee",123,36925,3531,612,136,6,84,34633,412.297619
pendulum,https://github.com/sdispater/pendulum,Python datetimes made easypendulum,162,17761,415,68,46,39,150,15671,104.4733333
persepolis,https://github.com/persepolisdm/persepolis,Persepolis Download Manager is a GUI for aria2.persepolis,73,59017,702,60,42,1,57,36146,634.1403509
pgcli,https://github.com/dbcli/pgcli,Postgres CLI with autocompletion and syntax highlightingpgcli,61,9116,1495,166,145,67,55,8371,152.2
Photon,https://github.com/s0md3v/Photon,Incredibly fast crawler designed for OSINT.Photon,17,808,256,26,21,5,17,808,47.52941176
picard,https://github.com/metabrainz/picard,MusicBrainz Picard audio file taggerpicard,206,48185,4058,138,69,14,175,43202,246.8685714
pidcat,https://github.com/JakeWharton/pidcat,Colored logcat script which only shows log entries for a specific application package.pidcat,1,286,102,8,39,5,1,286,286
Pillow,https://github.com/python-pillow/Pillow,The friendly PIL fork (Python Imaging Library)Pillow,420,74007,6054,214,293,43,275,37083,134.8472727
pip,https://github.com/pypa/pip,The Python package installerpip,446,81375,1946,279,228,104,420,80789,192.3547619
pipenv,https://github.com/pypa/pipenv, Python Development Workflow for Humans.pipenv,778,176520,3177,256,221,41,705,155688,220.8340426
pipreqs,https://github.com/bndr/pipreqs,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this project forward.pipreqs,13,773,227,16,51,12,13,773,59.46153846
pip-tools,https://github.com/jazzband/pip-tools,A set of tools to keep your pinned Python dependencies fresh.pip-tools,57,6671,892,200,131,64,44,6074,138.0454545
pipx,https://github.com/pypa/pipx,Install and Run Python Applications in Isolated Environmentspipx,70,7226,383,274,57,47,62,6916,111.5483871
