project,und_avg_infectfile_authornum,und_avg_infectfile_issuenum,und_avg_infectfile_changecmt,und_avg_infectfile_changeloc,und_avg_infectfile_bugcmt,und_avg_infectfile_bugloc,und_avg_unfectfile_authornum,und_avg_unfectfile_issuenum,und_avg_unfectfile_changecmt,und_avg_unfectfile_changeloc,und_avg_unfectfile_bugcmt,und_avg_unfectfile_bugloc,p_avg_infectfile_authornum,p_avg_infectfile_issuenum,p_avg_infectfile_changecmt,p_avg_infectfile_changeloc,p_avg_infectfile_bugcmt,p_avg_infectfile_bugloc,p_avg_unfectfile_authornum,p_avg_unfectfile_issuenum,p_avg_unfectfile_changecmt,p_avg_unfectfile_changeloc,p_avg_unfectfile_bugcmt,p_avg_unfectfile_bugloc
12306,3.444444444,0.407407407,20.14814815,494.5185185,0.407407407,8.37037037,0.939393939,0,1.454545455,34.48484848,0,0,2.842105263,0.289473684,14.92105263,360.7368421,0.289473684,5.947368421,0.727272727,0,1.136363636,35.54545455,0,0
Agriculture_KnowledgeGraph,1.357142857,0,5.285714286,245.0714286,0,0,0.76,0,1.62,427.35,0,0,1.166666667,0,3.25,238,0,0,0.794117647,0,1.931372549,424.6078431,0,0
aiohttp,13.376,28.456,58.472,1739,33.272,978.328,1.5,1.333333333,1.5,41.33333333,1.333333333,35.5,13.376,28.456,58.472,1739,33.272,978.328,1.5,1.333333333,1.5,41.33333333,1.333333333,35.5
airavata-django-portal,1.320754717,0,8.981132075,167.1509434,0,0,0.320930233,0,0.786046512,355.6883721,0,0,1.320754717,0,8.981132075,167.1509434,0,0,0.320930233,0,0.786046512,355.6883721,0,0
airflow,7.240566038,7.803459119,12.47012579,325.1069182,7.874213836,232.591195,1.521072797,1.601532567,1.808429119,121.4061303,1.616858238,110.164751,6.708806818,7.225852273,11.46448864,308.1946023,7.289772727,222.4857955,1.445595855,1.523316062,1.720207254,111.3264249,1.544041451,103.8911917
akshare,0.894736842,0,23.42105263,459.4736842,0,0,0.925233645,0,4.855140187,237.0233645,0,0,0.894736842,0,23.42105263,459.4736842,0,0,0.925233645,0,4.855140187,237.0233645,0,0
albumentations,10.53125,26.09375,31.5,1113.71875,27.375,2178.28125,1.214285714,2.857142857,1.857142857,43.14285714,3.071428571,66,8.974358974,22.35897436,26.41025641,924.8461538,23.48717949,1806.615385,0.571428571,0.428571429,0.571428571,24.85714286,0.428571429,24.42857143
algo,NA,NA,NA,NA,NA,NA,0.25,0.625,0.25,47.625,0.625,82.5,NA,NA,NA,NA,NA,NA,0.25,0.625,0.25,47.625,0.625,82.5
algorithms,9.7,10.8,12.9,207.7,11,193.6,0.888040712,0.926208651,0.954198473,30.76081425,0.977099237,31.34351145,9.7,10.8,12.9,207.7,11,193.6,0.888040712,0.926208651,0.954198473,30.76081425,0.977099237,31.34351145
allennlp,5.679197995,27.22055138,13.26065163,330.2531328,28.13784461,1588.706767,1,9.689655172,1.231527094,76.78325123,10.04433498,546.2463054,5.632754342,26.96277916,13.14143921,328.0297767,27.87096774,1573.992556,1,9.859296482,1.231155779,76.19095477,10.22110553,555.0904523
allura,6.285382831,18.06960557,30.54060325,524.5893271,26.54756381,424.162413,0.875,0.633928571,1.660714286,50.61607143,1.339285714,44.91964286,5.98245614,17.10745614,28.93201754,497.6885965,25.13815789,402.2653509,0.908045977,0.666666667,1.793103448,55.4137931,1.482758621,50.71264368
AlphaPose,2.588235294,0.529411765,4.352941176,323.0588235,0.529411765,16.05882353,1.097222222,0.333333333,1.493055556,136.625,0.333333333,50.48611111,2.166666667,0.416666667,3.458333333,286.1666667,0.416666667,16,1.094890511,0.343065693,1.503649635,133.5620438,0.343065693,52.25547445
altair,2.551282051,0.256410256,14.8974359,1645.384615,0.256410256,3.91025641,0.150289017,0,0.38150289,7.080924855,0,0,2.53164557,0.253164557,14.73417722,1624.683544,0.253164557,3.860759494,0.145348837,0,0.372093023,7.063953488,0,0
androguard,5.513888889,1.847222222,31.08333333,1884.458333,1.847222222,95.76388889,0.875,0.125,1.1875,34.25,0.125,0.6875,5.465753425,1.821917808,30.71232877,1859.479452,1.821917808,94.45205479,0.8,0.133333333,1,32.46666667,0.133333333,0.733333333
angr,3.846390169,4.385560676,13.74039939,371.93702,4.447004608,150.2642089,1.136268344,0.939203354,1.553459119,310.0230608,0.94129979,299.4129979,3.604109589,4.075342466,12.59589041,341.2219178,4.130136986,140.1876712,1.042713568,0.824120603,1.233668342,354.0703518,0.826633166,347.5
anki,2.912195122,0.595121951,25.50731707,457.6341463,0.614634146,10.67804878,0.609756098,0.024390244,0.768292683,3.365853659,0.024390244,0.024390244,2.902912621,0.601941748,25.38834951,455.4174757,0.621359223,10.63592233,0.604938272,0,0.765432099,3.395061728,0,0
ansible,7.650573325,12.11707906,16.82619191,478.1864816,12.57030779,402.1394086,1.812295082,2.491393443,2.702868852,222.5258197,2.59795082,253.0368852,6.205809129,9.645228216,13.0780083,460.1423237,9.985477178,407.8605809,1.270302312,1.726141079,1.753408417,134.1879075,1.83935981,178.3112033
apex,2.909090909,2.363636364,10.63636364,351.969697,2.363636364,135.8484848,1.270408163,1.362244898,2.586734694,163.5,1.37244898,106.8520408,2.161290323,2,6.64516129,255.8064516,2,136.7096774,1.263473054,1.323353293,2.670658683,166.4730539,1.335329341,101.497006
apistar,1.933333333,7.933333333,13.06666667,422.9333333,7.933333333,610,0.6875,2.6875,1.5625,94.375,2.6875,165.25,1.882352941,8.117647059,11.94117647,398,8.117647059,628,0.571428571,1.714285714,1.285714286,77.71428571,1.714285714,79.85714286
apprise,1.277310924,8.420168067,13.7394958,738.8907563,8.705882353,581.7310924,0.838709677,1.548387097,1.870967742,181.0967742,1.548387097,157,1.268292683,8.203252033,13.38211382,725.7073171,8.479674797,571.2601626,0.814814815,1.518518519,1.740740741,158.5185185,1.518518519,141.7777778
apscheduler,1.069767442,0.162790698,8.23255814,359.255814,0.162790698,11.62790698,0.333333333,0.055555556,1.277777778,48.55555556,0.055555556,2.444444444,1.069767442,0.162790698,8.23255814,359.255814,0.162790698,11.62790698,0.333333333,0.055555556,1.277777778,48.55555556,0.055555556,2.444444444
ArchiveBox,2.880952381,0.011904762,17.85714286,295.5238095,0.023809524,0.095238095,0.567567568,0,1.324324324,43.35135135,0,0,2.880952381,0.011904762,17.85714286,295.5238095,0.023809524,0.095238095,0.567567568,0,1.324324324,43.35135135,0,0
asm-dude,0.636363636,0,2.818181818,2360.636364,0,0,0.43902439,0,0.43902439,336.2926829,0,0,0.636363636,0,2.818181818,2360.636364,0,0,0.43902439,0,0.43902439,336.2926829,0,0
astroquery,4.739130435,0.416149068,26.7826087,691.689441,0.465838509,17.31055901,1.050925926,0.111111111,2.967592593,119.1111111,0.12037037,32.39351852,4.588235294,0.435294118,25.77058824,691.6529412,0.488235294,42.64705882,1.014492754,0.082125604,2.763285024,94.24637681,0.086956522,12.24154589
asyncpg,4.48,10.44,30.6,965.48,11.2,448.56,1.75,4.083333333,5.333333333,186.1666667,5.375,168,3.75,8.25,22.075,712.125,8.9,377.15,0.444444444,3.222222222,1.111111111,13.33333333,5.888888889,17.77777778
attrs,7.433333333,22.36666667,26.1,790.1333333,23.63333333,916.8,0.818181818,0.727272727,1.090909091,83.27272727,0.818181818,79.54545455,7.225806452,21.67741935,25.29032258,767.1290323,22.90322581,889.7096774,0.8,0.7,1.1,83.9,0.8,79.8
dagster,5.458196721,1.716393443,19.86967213,454.9377049,1.759016393,49.13196721,0.939146231,0.623069936,1.162579473,41.03814714,0.624886467,23.09900091,5.361088871,1.685348279,19.43795036,445.8318655,1.726981585,48.85268215,0.930037313,0.629664179,1.159514925,40.4505597,0.631529851,22.72014925
DAIN,1.2,0,2,221.8,0,0,1.014285714,0,1.2,76.6,0,0,1.2,0,2,221.8,0,0,1.014285714,0,1.2,76.6,0,0
darkflow,2.2,0,7.8,114.4,0,0,0.8,0.028571429,1.914285714,23.74285714,0.028571429,0.942857143,1.346153846,0.038461538,3.192307692,35.76923077,0.038461538,1.269230769,0.285714286,0,1.642857143,33.78571429,0,0
dash,7.594594595,4.081081081,41.75675676,1137.972973,4.135135135,168.4864865,1.453125,0.442708333,2.739583333,93.765625,0.447916667,26.19270833,4.285714286,2.047619048,18.04761905,527,2.076190476,91.72380952,0.887096774,0.169354839,1.419354839,38.49193548,0.169354839,13.16129032
dask,14.6763285,37.66183575,50.24154589,1516.019324,38.90338164,1144.478261,1.032258065,1.322580645,1.35483871,63.19354839,1.419354839,72.25806452,13.88181818,35.53636364,47.36818182,1434.1,36.71818182,1085.859091,0.888888889,1.055555556,1.166666667,15.16666667,1.055555556,14.33333333
datasets,1.305555556,3.446581197,3.570512821,139.3931624,3.465811966,139.6709402,0.633187773,0.80349345,0.768558952,49.46943231,0.80349345,49.32969432,1.332644628,3.440082645,3.570247934,142.7892562,3.458677686,143.0330579,0.57918552,0.714932127,0.667420814,42.49547511,0.714932127,42.37782805
datasette,2.35,33.9,38.46666667,792.35,41.23333333,854.65,0.529411765,0.882352941,0.882352941,16.17647059,1.117647059,43.76470588,2.265625,31.921875,36.21875,743.96875,38.796875,802.28125,0.384615385,0.461538462,0.384615385,15.53846154,0.769230769,52.07692308
deap,4.545454545,0.363636364,37.18181818,1102.181818,0.545454545,3.636363636,1.196581197,0.068376068,2.829059829,71.54700855,0.068376068,0.376068376,5,0.333333333,35.66666667,1034.5,0.5,3.333333333,1.120689655,0.068965517,2.689655172,69.6637931,0.068965517,0.379310345
DeDRM_tools,3,0.25,9.166666667,307.0833333,0.25,2.833333333,1.476190476,0,3.261904762,172.8333333,0,0,2.020833333,0.0625,5.125,227.9166667,0.0625,0.708333333,0.166666667,0,0.166666667,0.666666667,0,0
deep-learning-for-image-processing,1.176470588,0,13.70588235,390.7647059,0,0,0.878787879,0,2.535353535,153.7878788,0,0,1.032258065,0,9.161290323,297.5483871,0,0,0.879858657,0,2.480565371,152.2756184,0,0
DeepCTR,1.945054945,4.395604396,10.47252747,255.7582418,4.395604396,69.75824176,0.75,0.607142857,0.821428571,84.14285714,0.607142857,28.17857143,1.945054945,4.395604396,10.47252747,255.7582418,4.395604396,69.75824176,0.75,0.607142857,0.821428571,84.14285714,0.607142857,28.17857143
DeepFaceLab,1.93442623,0.360655738,20.18032787,836.8032787,0.360655738,6.131147541,1.152777778,0.027777778,2.083333333,70.68055556,0.027777778,0.291666667,1.920634921,0.349206349,19.66666667,811.5238095,0.349206349,5.936507937,1.142857143,0.028571429,2.028571429,71.54285714,0.028571429,0.3
DeepPavlov,5.505681818,18.68181818,11.88068182,376.5909091,20.33522727,1634.539773,1.169312169,1.80952381,1.603174603,113.021164,1.862433862,147.4814815,5.234042553,17.60106383,11.21808511,366.5212766,19.16489362,1548.952128,1.163841808,1.813559322,1.610169492,105.8474576,1.853107345,137.5706215
DeepSpeed,4.195652174,12.7173913,8.760869565,489.8478261,12.79347826,1189.021739,1.26446281,2,1.67768595,140.8842975,2.008264463,181.0082645,3.924528302,11.50943396,8.028301887,471.3396226,11.58490566,1092.933962,1.14953271,1.794392523,1.476635514,113.5607477,1.794392523,144.3084112
deis,4.022727273,1.454545455,16.86363636,418.3409091,1.545454545,22,0.87755102,0.265306122,1.93877551,51.83673469,0.367346939,1.469387755,3.897959184,1.408163265,15.7755102,403.6326531,1.591836735,20.20408163,0.659090909,0.181818182,1.454545455,26.56818182,0.181818182,1.136363636
deluge,2.936507937,2.273809524,24.77777778,545.7103175,2.468253968,72.00396825,0.175,0.025,0.225,4.2,0.025,0.575,2.858237548,2.195402299,23.95402299,527.4482759,2.383141762,69.5210728,0.032258065,0.032258065,0.032258065,0.741935484,0.032258065,0.741935484
deoplete.nvim,3.181818182,6.212121212,34.48484848,428.2727273,6.575757576,69.60606061,0.785714286,0,1.857142857,30.64285714,0,0,3.181818182,6.212121212,34.48484848,428.2727273,6.575757576,69.60606061,0.785714286,0,1.857142857,30.64285714,0,0
Detectron,1.696969697,0.257575758,2.46969697,65.1969697,0.257575758,4.909090909,0.333333333,0.125,0.416666667,2.375,0.125,0.25,1.647887324,0.281690141,2.394366197,60.90140845,0.281690141,4.647887324,0.157894737,0,0.157894737,1.894736842,0,0
detectron2,3.556390977,0.684210526,10.7518797,287.9210526,0.684210526,10.85338346,1.6,0.058823529,2.676470588,80.52941176,0.058823529,1.011764706,3.498194946,0.657039711,10.49097473,285.6859206,0.657039711,10.42238267,1.566037736,0.062893082,2.572327044,70.0754717,0.062893082,1.081761006
diagrams,14.25,18,25,251.75,22.75,128.25,1.703883495,1.524271845,1.936893204,50.8592233,1.951456311,41.04368932,14.25,18,25,251.75,22.75,128.25,1.703883495,1.524271845,1.936893204,50.8592233,1.951456311,41.04368932
dirsearch,2.449101796,1.598802395,5.185628743,1885.598802,1.598802395,1843.922156,0.735632184,0.068965517,1.045977011,352.6666667,0.068965517,2.091954023,2.325966851,1.475138122,4.867403315,1761.657459,1.475138122,1701.298343,0.712328767,0.082191781,1.04109589,365.9863014,0.082191781,2.493150685
discord.py,13.33333333,4.290322581,57.35483871,1296.397849,4.344086022,189.6989247,1.212121212,0.121212121,1.363636364,47.66666667,0.121212121,1.575757576,12.32352941,3.911764706,52.5,1189.901961,3.960784314,172.9607843,0.958333333,0.166666667,1,32,0.166666667,2.166666667
django-allauth,4.306338028,3.345070423,11.06338028,173.2183099,3.517605634,64.84507042,1.087818697,0.218130312,1.201133144,24.1529745,0.229461756,9.538243626,4.298245614,3.333333333,11.03157895,172.6315789,3.505263158,64.61754386,1.085227273,0.21875,1.198863636,24.20454545,0.230113636,9.565340909
django-cms,9.184782609,9.141304348,31.69202899,621.326087,9.945652174,225.0434783,0.679487179,0.551282051,0.807692308,9.884615385,0.551282051,7.91025641,8.940350877,8.894736842,30.74736842,602.3298246,9.673684211,218.7929825,0.579710145,0.449275362,0.68115942,8.594202899,0.449275362,5.405797101
django-crispy-forms,12.52,14.52,35.44,801.32,14.84,292.36,0,0,0,0,0,0,12.52,14.52,35.44,801.32,14.84,292.36,0,0,0,0,0,0
django-extensions,7.473684211,2.460526316,18.26315789,249.7631579,2.638157895,40.42763158,0.75,0.079545455,1.068181818,22.625,0.102272727,2.431818182,7.346153846,2.397435897,17.88461538,246.8782051,2.570512821,39.39102564,0.666666667,0.083333333,0.952380952,17.16666667,0.107142857,2.547619048
django-haystack,6.112903226,2.758064516,16.92741935,436.4516129,2.838709677,59.76612903,0.222222222,0.111111111,0.388888889,24.22222222,0.111111111,12.33333333,6.112903226,2.758064516,16.92741935,436.4516129,2.838709677,59.76612903,0.222222222,0.111111111,0.388888889,24.22222222,0.111111111,12.33333333
django-oscar,4.197802198,1.146520147,8.915750916,123.5457875,1.19047619,24.26007326,0.854251012,0.194331984,1.125506073,25.20850202,0.210526316,6.354251012,3.759103641,1.033613445,7.62464986,112.2016807,1.075630252,22.81792717,0.551219512,0.097560976,0.653658537,14.93902439,0.109756098,3.941463415
django-rest-framework,13.01801802,14.21621622,39.92792793,879.6936937,14.66666667,283.4504505,1.236842105,0.973684211,1.631578947,23.63157895,1.026315789,17.5,12.41525424,13.53389831,37.77966102,832.0508475,13.96610169,270.5169492,0.870967742,0.580645161,1.161290323,11.67741935,0.612903226,6.677419355
django-tastypie,6.300970874,4.242718447,17.91262136,398.4757282,4.339805825,77.33980583,0.835164835,0.417582418,1.043956044,14.34065934,0.417582418,9.417582418,6.177570093,4.140186916,17.38317757,386.5327103,4.23364486,77.70093458,0.735632184,0.367816092,0.91954023,11.36781609,0.367816092,5.850574713
DjangoBlog,2.709677419,1.983870968,12.98387097,218.1451613,1.983870968,20.22580645,0.212121212,0,0.242424242,7.696969697,0,0,2.709677419,1.983870968,12.98387097,218.1451613,1.983870968,20.22580645,0.212121212,0,0.242424242,7.696969697,0,0
doccano,1.321428571,0.214285714,4.964285714,115.6785714,0.214285714,2.25,0.441441441,0.009009009,0.873873874,46.62162162,0.009009009,0.063063063,1.181818182,0.181818182,4.272727273,98.81818182,0.181818182,1.909090909,0.443396226,0.009433962,0.896226415,48.61320755,0.009433962,0.066037736
docker-py,8.642201835,1.541284404,25.94495413,524.0091743,1.770642202,50.65137615,1.821428571,0.178571429,2.964285714,101.25,0.178571429,6.285714286,8.482142857,1.5,25.4375,513.3125,1.723214286,49.29464286,1.72,0.2,2.48,98.44,0.2,7.04
docker-stacks,2,0,17,282,0,0,2.3125,0.125,6.5625,94.625,0.125,3.21875,3.157894737,0.210526316,10.36842105,155.8947368,0.210526316,5.421052632,1.25,0,4,57,0,0
docutils,3.119565217,0.108695652,19.24456522,585.7608696,0.114130435,1.222826087,0.620689655,0,1.505747126,38.89655172,0,0,2.989847716,0.101522843,18.20304569,552.0152284,0.106598985,1.14213198,0.527027027,0,1.162162162,32.66216216,0,0
dotbot,NA,NA,NA,NA,NA,NA,2.173913043,0.217391304,4.173913043,44.39130435,0.217391304,3.695652174,4,0.833333333,7.333333333,103.3333333,0.833333333,14.16666667,1.529411765,0,3.058823529,23.58823529,0,0
dowhy,2.966666667,3.716666667,9.533333333,309.5333333,3.716666667,175.2,1.209302326,0.744186047,2.372093023,75.11627907,0.744186047,41.23255814,2.895522388,3.507462687,9.059701493,287.119403,3.507462687,161.7462687,1,0.555555556,1.861111111,71.25,0.555555556,40.22222222
dvc,6.489417989,20.98941799,26.56349206,535.9259259,21.8968254,493.1216931,0.981308411,1.943925234,1.644859813,59.98130841,1.962616822,105.9906542,6.295165394,20.35114504,25.65394402,521.7506361,21.2264631,490.6335878,0.913043478,1.565217391,1.467391304,42.93478261,1.576086957,53.5
dymos,2,6.037735849,6.905660377,256.9716981,6.08490566,235.6509434,0.766233766,1.155844156,1.11038961,108.6753247,1.168831169,108.5324675,1.828767123,5.082191781,5.698630137,237.1986301,5.130136986,221.4794521,0.552631579,0.666666667,0.622807018,81.96491228,0.666666667,82.07894737
easytrader,5.047619048,4.571428571,29.57142857,696.4761905,4.714285714,135.1428571,1.066666667,0.266666667,1.933333333,57.6,0.266666667,11.73333333,4.739130435,4.217391304,27.39130435,645.9565217,4.347826087,123.9130435,1,0.230769231,1.538461538,48.69230769,0.230769231,12.61538462
edgedb,4.098214286,16.42559524,32.23214286,1331.526786,17.28571429,635.3869048,1.057971014,0.985507246,2.52173913,150.3188406,0.985507246,66.63768116,3.949295775,15.63943662,30.76338028,1277.515493,16.45352113,609.4253521,0.96,0.7,1.66,84.94,0.7,34.84
Eel,8.333333333,5,28.33333333,438.6666667,5.333333333,58,1.833333333,0.611111111,3.333333333,42.61111111,0.611111111,6.111111111,8.333333333,5,28.33333333,438.6666667,5.333333333,58,1.833333333,0.611111111,3.333333333,42.61111111,0.611111111,6.111111111
eht-imaging,3.8,0,37.96363636,2570.454545,0,0,1.55,0,4.9,159.45,0,0,3.644067797,0,36.25423729,2416.576271,0,0,1.5625,0,2.9375,124.125,0,0
elastalert,20.91304348,1.434782609,65,1259.652174,1.434782609,29.7826087,1,0.428571429,2.714285714,222.7142857,0.428571429,21.42857143,18.03703704,1.333333333,55.85185185,1124.444444,1.333333333,30.92592593,0.333333333,0,2,57,0,0
elasticsearch-dsl-py,6.258064516,7.612903226,31.19354839,552.9354839,7.774193548,70.93548387,0.307692308,0.025641026,0.41025641,9.307692308,0.025641026,0.333333333,4.1,4.74,19.64,347.16,4.84,44.24,0.05,0,0.05,7.3,0,0
elasticsearch-py,2.053571429,1.178571429,9.330357143,334.9017857,1.1875,34.05357143,0.466666667,0,0.866666667,93.33333333,0,0,2.053571429,1.178571429,9.330357143,334.9017857,1.1875,34.05357143,0.466666667,0,0.866666667,93.33333333,0,0
electrum,3.324074074,6.384259259,35.63425926,727.5972222,6.675925926,100.8055556,0.528571429,0.271428571,0.957142857,32.7,0.271428571,4.085714286,3.181818182,6.012987013,33.44588745,686.7142857,6.285714286,94.91774892,0.363636364,0.163636364,0.690909091,14.89090909,0.163636364,2.436363636
emissary,3.707142857,0.342857143,11.85714286,306.6142857,0.342857143,5.992857143,0.690140845,0.366197183,1.507042254,124.1830986,0.408450704,10.26760563,3.490196078,0.359477124,11.18954248,311.1111111,0.37254902,8.39869281,0.586206897,0.327586207,0.948275862,71.43103448,0.344827586,4.879310345
espnet,4.280797101,0.186594203,15.11956522,512.4365942,0.192028986,6.175724638,0.91954023,0.014367816,2.022988506,93.83045977,0.014367816,0.32183908,4.164075993,0.18134715,14.60621762,495.3609672,0.186528497,5.894645941,0.847352025,0.009345794,1.847352025,89.42056075,0.009345794,0.336448598
esptool,6.481481481,2.333333333,28.88888889,1316.222222,2.481481481,80.88888889,1.290322581,0,1.806451613,81,0,0,5.125,1.575,20.65,939.975,1.675,54.6,0.555555556,0,0.555555556,25,0,0
EverydayWechat,1.066666667,0,6.7,158.2,0,0,0.392857143,0,0.678571429,17.71428571,0,0,1.066666667,0,6.7,158.2,0,0,0.392857143,0,0.678571429,17.71428571,0,0
explainshell,1.125,2.5,18,468.625,3.25,112,1.2,0.25,2.2,92.85,0.25,9.9,1.384615385,1.461538462,9.615384615,332.0769231,1.923076923,59.07692308,1,0.4,4.2,85.93333333,0.4,21.73333333
fabric,2.315789474,1.736842105,54.78947368,1068.947368,2.210526316,34.10526316,1.185185185,0.407407407,9.666666667,136.5185185,0.555555556,6.592592593,2.148148148,1.481481481,42.92592593,827.037037,1.925925926,27.55555556,0.947368421,0.210526316,7.526315789,87.68421053,0.263157895,4.315789474
facenet,3.25,0,17.875,431.5,0,0,0.615384615,0,1.646153846,58.64615385,0,0,3.25,0,17.875,431.5,0,0,0.615384615,0,1.646153846,58.64615385,0,0
faceswap,1.985915493,9.690140845,14.14788732,793.2605634,10.74647887,1576.697183,0.534246575,0.383561644,1.260273973,159.5068493,0.383561644,64.8630137,1.87037037,8.604938272,12.77777778,749.9012346,9.530864198,1405.481481,0.339622642,0.188679245,0.58490566,52.88679245,0.188679245,17.69811321
fail2ban,4.541666667,1.902777778,38.58333333,872.2361111,2.5,78.81944444,0.9,0,1.1,33.4,0,0,4.506849315,1.876712329,38.09589041,860.6849315,2.465753425,77.73972603,0.777777778,0,0.888888889,33.88888889,0,0
fairseq,4.819753086,8.219753086,12.3308642,406.2395062,8.29382716,278.7481481,0.986595174,0.895442359,1.171581769,126.3512064,0.895442359,100.4423592,4.392624729,7.386117137,11.06290672,386.4555315,7.451193059,268.0694143,0.930599369,0.813880126,1.044164038,105.6782334,0.813880126,84.47318612
faker,5.256410256,5.915384615,8.594871795,395.0384615,7.330769231,225.8333333,1.418994413,1.888268156,1.480446927,106.5977654,1.938547486,97.2122905,5.223350254,6.065989848,8.530456853,392.4390863,7.489847716,225.6370558,1.405714286,1.457142857,1.462857143,105.8571429,1.457142857,94.71428571
falcon,5.900584795,15.80701754,15.40935673,547.2748538,16.77192982,683.5789474,0.596491228,0.701754386,0.666666667,25.49122807,0.701754386,29.0877193,5.761363636,15.39772727,15.00568182,533.5568182,16.33522727,666.0681818,0.557692308,0.634615385,0.615384615,21.75,0.634615385,25.42307692
fastapi,5,9.2,12.8,330.1176471,9.211764706,179.3882353,1.098,1.506,1.548,51.556,1.53,47.254,3.948717949,6.801282051,8.878205128,274,6.807692308,180.1666667,0.834498834,1.104895105,1.111888112,25.86013986,1.132867133,25.1025641
FATE,1.731638418,0.036723164,5.564971751,121.4293785,0.036723164,0.649717514,0.638085743,0.000997009,1.214356929,43.23130608,0.001994018,0.027916251,1.511035654,0.0237691,4.186757216,102.0628183,0.025466893,0.43803056,0.47265625,0,0.940104167,34.15625,0,0
faust,2.12195122,1.141463415,27.21463415,537.3268293,1.156097561,17.05853659,0.688172043,0.043010753,2.064516129,61.19354839,0.048387097,0.790322581,2.058823529,1.067873303,25.60633484,512.7511312,1.081447964,16.18552036,0.635294118,0.035294118,1.788235294,48.32941176,0.041176471,0.394117647
featuretools,6.350877193,129.6140351,13.28070175,579.8245614,133.9122807,17614.50877,0.708333333,25.45833333,0.9375,90.375,26.29166667,5274.25,6.222222222,127.5982906,12.99145299,567.7521368,131.8290598,17256.58974,0.666666667,23.75555556,0.866666667,89.13333333,24.53333333,5382.155556
flair,9.375,0.767857143,44.78571429,2210.714286,1.017857143,32.92857143,2.384615385,0.076923077,4.615384615,170.0769231,0.076923077,0.076923077,8.725806452,0.693548387,41.09677419,2011,0.919354839,29.74193548,2.142857143,0.142857143,2.857142857,189.8571429,0.142857143,0.142857143
Flashlight,1.138888889,0.138888889,3.152777778,442.9583333,0.208333333,8,0.906412478,0.022530329,1.360485269,131.169844,0.043327556,2.490467938,1.1,0.1,2.56,393.3,0.15,5.76,0.901639344,0.023679417,1.37704918,124.3132969,0.045537341,2.617486339
flask,7.134615385,2.384615385,18.69230769,660.2884615,2.538461538,102.8269231,1.913043478,0.52173913,4.739130435,133.8695652,0.52173913,3.52173913,6.785714286,2.25,17.625,624.9642857,2.392857143,95.94642857,1.842105263,0.526315789,4.947368421,127.1578947,0.526315789,2.894736842
flask-admin,9.779661017,4.474576271,26.88135593,568.9830508,4.525423729,105.8305085,2.4125,0.2,3.4625,67.325,0.2375,5.55,8.616438356,3.630136986,22.75342466,475.9452055,3.684931507,87.21917808,2.136363636,0.227272727,3.060606061,63.81818182,0.257575758,4.863636364
Flask-AppBuilder,4.069306931,4.811881188,30.30693069,748.3366337,5.138613861,162.3762376,1.275862069,0.226600985,2.837438424,64.65517241,0.24137931,8.802955665,3.5625,3.875,24.9453125,609.3046875,4.1484375,132.6953125,1.215909091,0.204545455,2.522727273,60.88636364,0.210227273,6.829545455
